"","X","Date","Sessions","Pageviews","Users","New_Users","Number_Session","Pages_Session","Avg_S_Duration","Bounce","New.Users"
"67",67,2012-05-17,27,104,17,12,1.58823529411765,3.85185185185185,373.37037037037,0.407407407407407,12
"68",68,2012-05-18,25,87,18,12,1.38888888888889,3.48,450.08,0.28,12
"69",69,2012-05-19,6,34,5,4,1.2,5.66666666666667,192.166666666667,0.333333333333333,4
"70",70,2012-05-20,7,37,5,2,1.4,5.28571428571429,320.714285714286,0.285714285714286,2
"71",71,2012-05-21,17,58,12,6,1.41666666666667,3.41176470588235,204.588235294118,0.470588235294118,6
"72",72,2012-05-22,26,56,20,13,1.3,2.15384615384615,80.4615384615385,0.423076923076923,13
"73",73,2012-05-23,28,86,22,17,1.27272727272727,3.07142857142857,206.642857142857,0.464285714285714,17
"74",74,2012-05-24,20,94,17,11,1.17647058823529,4.7,256.8,0.25,11
"75",75,2012-05-25,26,58,23,21,1.1304347826087,2.23076923076923,110.153846153846,0.615384615384615,21
"76",76,2012-05-26,14,31,8,6,1.75,2.21428571428571,46.0714285714286,0.571428571428571,6
"77",77,2012-05-27,11,24,9,8,1.22222222222222,2.18181818181818,182.727272727273,0.545454545454545,8
"78",78,2012-05-28,37,125,29,26,1.27586206896552,3.37837837837838,406.108108108108,0.405405405405405,26
"79",79,2012-05-29,22,50,18,13,1.22222222222222,2.27272727272727,74.0909090909091,0.5,13
"80",80,2012-05-30,19,50,13,10,1.46153846153846,2.63157894736842,159,0.473684210526316,10
"81",81,2012-05-31,14,53,13,9,1.07692307692308,3.78571428571429,322.571428571429,0.357142857142857,9
"82",82,2012-06-01,23,88,20,15,1.15,3.82608695652174,177.217391304348,0.478260869565217,15
